a_la_carte table_d'hote 
reported unreported 
representational nonrepresentational 
representative nonrepresentative 
reprobate approbate 
reproducible unreproducible 
repulsive attractive 
reputable disreputable 
requested unrequested 
resentful unresentful 
reserved unreserved 
resident nonresident 
residential nonresidential 
resistible irresistible 
resolute irresolute 
respectable unrespectable 
respectful disrespectful 
responsible irresponsible 
responsive unresponsive 
rested tired 
restful restless 
restless restful 
restrained unrestrained 
restricted unrestricted 
restrictive unrestrictive 
retarded precocious 
retentive unretentive 
reticulate nonreticulate 
retractile nonretractile 
retroactive proactive 
retrograde direct anterograde 
retrorse antrorse 
retrospective prospective 
returnable nonreturnable 
revealing concealing 
reverberant unreverberant 
reverent irreverent 
reverse forward obverse 
reversible nonreversible irreversible 
revived unrevived 
revocable irrevocable 
revolutionary counterrevolutionary 
rewarding unrewarding 
rh-negative rh-positive 
rh-positive rh-negative 
rhetorical unrhetorical 
rhymed unrhymed 
rhythmical unrhythmical 
ribbed ribless 
ribless ribbed 
rich lean poor 
rifled unrifled 
rigged unrigged 
right center wrongly wrong left 
right-handed left-handed ambidextrous 
righteous unrighteous 
rigid nonrigid 
rimless rimmed 
rimmed rimless 
ripe green 
rising falling 
robust frail 
romanticist classicist 
roofed roofless 
roofless roofed 
rough smooth 
round square 
rounded angular 
rugged delicate 
ruminant nonruminant 
run-on end-stopped 
running passing standing 
rural urban 
rush linger delay 
rusted rustless 
rustless rusted 
sacred profane 
sad glad 
saddled unsaddled 
sadistic masochistic 
safe dangerous out 
salable unsalable 
salaried freelance 
salient re-entrant 
salty fresh 
same different other 
sane insane 
sanitary unsanitary 
saponified unsaponified 
sarcastic unsarcastic 
satiate insatiate 
satisfactory unsatisfactory 
saturated unsaturated 
saved lost 
savory unsavory 
scalable unscalable 
scarce abundant 
scented scentless 
scentless scented 
scheduled unscheduled 
scholarly unscholarly 
scientific unscientific 
scripted unscripted 
scrupulous unscrupulous 
sealed unsealed 
seamanlike unseamanlike 
seamed seamless 
seamless seamed 
seasonable unseasonable 
seasonal year-round 
seasoned unseasoned 
seated standing 
seaworthy unseaworthy 
second first 
secondary primary 
sectarian nonsectarian 
secular religious 
secure insecure 
sedate stimulate 
seductive unseductive 
seeded unseeded 
seedless seedy 
seedy seedless 
segregated integrated 
selected unselected 
selfish unselfish 
senior junior 
sensational unsensational 
sensible insensible 
sensitive insensitive 
sensitizing desensitizing 
sensory extrasensory 
sent unsent 
sentient insentient 
separate joint 
septic antiseptic 
serious frivolous 
serviceable unserviceable 
servile unservile 
sessile pedunculate vagile 
set rise 
settled unsettled 
sexual asexual 
sexy unsexy 
shaded unshaded 
shallow deep 
shapely unshapely 
shared unshared 
sharp dull flat natural 
shaven unshaven 
sheared unsheared 
sheathed unsheathed 
shelled unshelled 
shockable unshockable 
shod unshod 
short long tall 
short-spurred long-spurred 
shrinkable unshrinkable 
shut open 
shuttered unshuttered 
side bottom top 
sidereal civil 
sighted blind 
signed unsigned 
significant nonsignificant insignificant 
silenced unsilenced 
similar dissimilar 
simple complex compound 
sincere insincere 
single double multiple 
single-barreled double-barreled 
single-breasted double-breasted 
single-lane multilane 
singular plural 
sinistral dextral 
sinkable unsinkable 
sisterly brotherly 
sized unsized 
skew align 
skilled unskilled 
skinless skinned 
skinned skinless 
sleeping waking 
sleeved sleeveless 
sleeveless sleeved 
slippery nonslippery 
slow fast 
small big large 
smart stupid 
smokeless smoky 
smoky smokeless 
smooth roughen rough 
sober intoxicated 
sociable unsociable 
social unsocial 
socialistic capitalistic 
soft loud hardened hard 
softhearted hardhearted 
sold unsold 
soled soleless 
soleless soled 
solid liquid hollow gaseous 
soluble insoluble 
solved unsolved 
solvent insolvent 
some no all 
sonic subsonic supersonic 
sophisticated naive 
sorrowful joyful 
sound unsound silence 
sour sweeten sweet 
soured unsoured 
south north 
southern northern 
spaced unspaced 
sparkling still 
spatial nonspatial 
speaking nonspeaking 
specialized unspecialized 
specific nonspecific general 
specified unspecified 
spherical nonspherical 
spineless spinous 
spinous spineless 
spirited spiritless 
spiritless spirited 
splayfooted pigeon-toed 
spoken written 
spontaneous induced 
sporadic continual 
spread gather 
square round 
stabile mobile 
stable unstable 
staccato legato 
staged unstaged 
stained unstained 
stale fresh 
standard nonstandard 
standing seated running 
staple unstaple 
starboard larboard 
starchless starchy 
starchy starchless 
starless starry 
starry starless 
statesmanlike unstatesmanlike 
stative active 
steady unsteady 
steep gradual 
stemless stemmed 
stemmed stemless 
sterile fertile 
steroidal nonsteroidal 
still sparkling moving no_longer 
stimulating unstimulating 
stimulative depressant 
stingy generous 
stomatous astomatous 
stoppable unstoppable 
stormy calm 
straight curly crooked curved 
strange familiar 
stratified unstratified 
stressed unstressed 
stretch shrink 
strong weak 
structured unstructured 
stubborn docile 
stuck unstuck 
studied unstudied 
stupid smart 
styleless stylish 
stylish styleless 
subartesian artesian 
subhuman superhuman 
subjacent superjacent 
subjective objective 
submersible nonsubmersible surface_ship 
submissive domineering 
subordinate insubordinate dominant 
subordinating coordinating 
subscript superscript adscript 
subsequent antecedent 
subsonic supersonic sonic 
substantial insubstantial 
substantive adjective 
subsurface surface overhead 
subtractive additive 
succeeding preceding 
successful unsuccessful 
sudden gradual 
sufficient insufficient 
sugarless sugary 
sugary sugarless 
summery vernal autumnal wintry 
sunrise sunset 
sunset sunrise 
superficial profound 
superhuman subhuman 
superior inferior 
superjacent subjacent 
supernal infernal 
supernatural natural 
superscript subscript adscript 
supersonic subsonic sonic 
supervised unsupervised 
supported unsupported 
supportive unsupportive 
suppressed publicized 
suppurative nonsuppurative 
sure unsure 
surface subsurface overhead 
surface-to-air air-to-surface air-to-air 
surgical medical nonsurgical 
surmountable insurmountable 
surprised unsurprised 
surprising unsurprising 
susceptible unsusceptible 
suspected unsuspected 
sweet sour dry 
swept unswept 
sworn unsworn 
syllabic accentual quantitative nonsyllabic 
symmetrical asymmetrical 
sympathetic unsympathetic 
sympatric allopatric 
syncarpous apocarpous 
syncategorematic categorematic 
synchronic diachronic 
synchronous asynchronous 
synclinal anticlinal 
syndetic asyndetic 
synergistic antagonistic 
synonymous antonymous 
syntagmatic paradigmatic 
synthetic analytic 
systematic unsystematic 
table_d'hote a_la_carte 
taciturn voluble 
tactful tactless 
tactless tactful 
talented untalented 
tall short 
tame wild 
tangible intangible 
tangled untangled 
tanned untanned 
tapped untapped 
tasteful tasteless 
tasteless tasty tasteful 
tasty tasteless 
taxable nontaxable 
tearful tearless 
tearless tearful 
technical nontechnical 
temperate intemperate 
tempered untempered 
tender tough 
tense lax relax relaxed 
terminal intermediate 
terrestrial aquatic amphibious 
territorial nonterritorial extraterritorial 
testate intestate 
theatrical untheatrical 
thematic unthematic 
theoretical applied empirical 
thermal nonthermal 
thermoplastic thermosetting 
thermosetting thermoplastic 
thick thin 
thin thicken full thick fat 
thinkable unthinkable 
thirsty hungry 
thoughtful thoughtless 
thoughtless thoughtful 
three-piece one-piece two-piece 
thrifty wasteful 
tidy untidy 
tied untied 
tight loose leaky 
timbered untimbered 
timid brave bold 
tipped untipped 
tired rested 
toed toeless 
toeless toed 
tolerable intolerable 
tolerant intolerant 
tonal atonal 
toned toneless 
toneless toned 
tongued tongueless 
tongueless tongued 
tonic atonic 
toothed toothless 
toothless toothed 
top side bottom 
top-down bottom-up 
topless topped 
topped topless 
touched untouched 
tough tender 
toxic nontoxic 
traceable untraceable 
tracked trackless 
trackless tracked 
tractable intractable 
traditional nontraditional 
trained untrained 
tramontane cismontane 
transeunt immanent 
transitive intransitive 
translatable untranslatable 
translational nontranslational 
traveled untraveled 
treated untreated 
tributary distributary 
triclinic monoclinic 
trimmed untrimmed 
trinucleate binucleate mononuclear 
troubled untroubled 
true false 
true-false multiple-choice 
trustful distrustful 
trustworthy untrustworthy 
truthful untruthful 
tubed tubeless 
tubeless tubed 
tucked untucked 
tuneful tuneless 
tuneless tuneful 
turned unturned 
two-piece one-piece three-piece 
typical atypical 
ugly beautiful 
ultimate proximate 
ultra_vires intra_vires 
unable able 
unabridged abridged 
unabused abused 
unacceptable acceptable 
unaccommodating accommodating 
unaccompanied accompanied 
unaccustomed accustomed 
unacknowledged acknowledged 
unacquisitive acquisitive 
unactable actable 
unadaptable adaptable 
unaddicted addicted 
unaddressed addressed 
unadjusted adjusted 
unadoptable adoptable 
unadorned adorned 
unadventurous adventurous 
unaffected affected 
unaffixed affixed 
unafraid afraid 
unaggressive aggressive 
unagitated agitated 
unairworthy airworthy 
unalarming alarming 
unalert alert 
unalike alike 
unalterable alterable 
unaltered altered 
unambiguous ambiguous 
unambitious ambitious 
unamended amended 
unanalyzed analyzed 
unangry angry 
unanimated animated 
unapologetic apologetic 
unappealable appealable 
unappealing appealing 
unappendaged appendaged 
unappetizing appetizing 
unapproachable approachable 
unargumentative argumentative 
unarmed armed 
unarmored armored 
unarticulated articulated 
unashamed ashamed 
unassertive assertive 
unassigned assigned 
unassisted assisted 
unattached attached 
unattractive attractive 
unattributable attributable 
unauthorized authorized 
unavailable available 
unavenged avenged 
unawakened awakened 
unaware aware 
unawed awed 
unbalanced balanced 
unbalconied balconied 
unbanded banded 
unbaptized baptized 
unbarreled barreled 
unbelted belted 
unbeneficed beneficed 
unblemished blemished 
unblended blended 
unbodied bodied 
unbordered bordered 
unborn born 
unbound bound 
unbrainwashed brainwashed 
unbranded branded 
unbreakable breakable 
unbridgeable bridgeable 
unbroken broken 
unburdened burdened 
unburied buried 
unbuttoned buttoned 
uncamphorated camphorated 
uncared-for cared-for 
uncarpeted carpeted 
uncarved carved 
uncastrated castrated 
uncaulked caulked 
uncensored censored 
uncertain certain 
uncertified certified 
unchangeable changeable 
unchanged changed 
uncharacteristic characteristic 
uncharged charged 
uncharitable charitable 
unchartered chartered 
unchaste chaste 
unchristian christian 
uncivil civil 
unclassified classified 
unclean clean 
unclear clear 
uncleared cleared 
unclothed clothed 
uncoated coated 
uncoiled coiled 
uncollected collected 
uncolored colored 
uncombed combed 
uncombined combined 
uncomfortable comfortable 
uncommitted committed 
uncommon common 
uncommunicative communicative 
uncompartmented compartmented 
uncompassionate compassionate 
uncomplaining complaining 
uncomplimentary complimentary 
uncompromising compromising 
unconcealed concealed 
unconcerned concerned 
unconditional conditional 
unconditioned conditioned 
unconfined confined 
unconfirmed confirmed 
uncongenial congenial 
unconnected connected 
unconquerable conquerable 
unconscientious conscientious 
unconscious conscious 
unconstipated constipated 
unconstitutional constitutional 
unconstricted constricted 
unconsummated consummated 
uncontaminated contaminated 
uncontested contested 
uncontrolled controlled 
uncontroversial controversial 
unconventional conventional 
unconvinced convinced 
unconvincing convincing 
uncooperative cooperative 
uncorrected corrected 
uncousinly cousinly 
uncrannied crannied 
uncreative creative 
uncritical critical 
uncrossed crossed 
uncrowded crowded 
uncrowned crowned 
uncrystallized crystallized 
uncultivated cultivated 
uncut cut 
undamaged damaged 
undatable datable 
undeciphered deciphered 
undeclared declared 
undedicated dedicated 
undefeated defeated 
undefined defined 
undelineated delineated 
undemanding demanding 
undemocratic democratic 
undemonstrative demonstrative 
undeniable deniable 
undependable dependable 
underhand overhand 
underived derived 
underprivileged privileged 
understood ununderstood 
undescriptive descriptive 
undesigned designed 
undesirable desirable 
undesirous desirous 
undetected detected 
undetermined determined 
undeveloped developed 
undifferentiated differentiated 
undignified dignified 
undiluted diluted 
undimmed dimmed 
undiplomatic diplomatic 
undiscerning discerning 
undiscriminating discriminating 
undiversified diversified 
undocumented documented 
undomestic domestic 
undrained drained 
undramatic dramatic 
undrinkable drinkable 
undue due 
undynamic dynamic 
uneager eager 
unearned earned 
uneasy easy 
unedifying edifying 
uneducated educated 
unemotional emotional 
unemployable employable 
unemployed employed 
unenclosed enclosed 
unencumbered encumbered 
unendowed endowed 
unenforceable enforceable 
unenforced enforced 
unenlightened enlightened 
unenlightening enlightening 
unenlivened enlivened 
unenterprising enterprising 
unenthusiastic enthusiastic 
unequal equal 
unequipped equipped 
unequivocal equivocal 
unerect erect 
unestablished established 
unethical ethical 
uneven even 
uneventful eventful 
unexchangeable exchangeable 
unexcitable excitable 
unexcited excited 
unexciting exciting 
unexhausted exhausted 
unexpansive expansive 
unexpected expected 
unexpendable expendable 
unexpired expired 
unexploited exploited 
unexportable exportable 
unextended extended 
unfaceted faceted 
unfair fair 
unfaithful faithful 
unfamiliar familiar 
unfashionable fashionable 
unfastened fastened 
unfastidious fastidious 
unfathomable fathomable 
unfavorable favorable 
unfeathered feathered 
unfilled filled 
unfinished finished 
unfit fit 
unfixed fixed 
unflattering flattering 
unfledged fledged 
unfocused focused 
unforgettable forgettable 
unforgiving forgiving 
unformed formed 
unfortunate fortunate 
unframed framed 
unfree free 
unfretted fretted 
unfriendly friendly 
unfrozen frozen 
unfruitful fruitful 
unfueled fueled 
unfunded funded 
unfurnished furnished 
unfurrowed furrowed 
ungathered gathered 
ungeared geared 
ungenerous generous 
unglazed glazed 
ungracious gracious 
ungrammatical grammatical 
ungrateful grateful 
ungregarious gregarious 
ungroomed groomed 
unguiculate ungulate 
unguided guided 
ungulate unguiculate 
ungusseted gusseted 
unhappy happy 
unheaded headed 
unhealthful healthful 
unhealthy healthy 
unhelpful helpful 
unholy holy 
unhurried hurried 
unicameral bicameral 
unidentifiable identifiable 
unidimensional multidimensional 
unidirectional bidirectional 
uniform multiform 
unilateral multilateral 
unimodal bimodal 
unimpaired impaired 
unimportant important 
unimpressionable impressionable 
unimpressive impressive 
unimproved improved 
uninflected inflected 
uninfluential influential 
uninformative informative 
uninformed informed 
uninhabited inhabited 
uninhibited inhibited 
uninitiate initiate 
uninjectable injectable 
uninjured injured 
uninquiring inquiring 
uninspiring inspiring 
uninstructive instructive 
uninsured insured 
unintelligent intelligent 
unintelligible intelligible 
unintended intended 
uninterested interested 
uninteresting interesting 
unintrusive intrusive 
uninucleate multinucleate 
uninviting inviting 
uninvolved involved 
union separation disunion nonunion 
uniparous multiparous 
unipolar bipolar 
unironed ironed 
unitary federal 
united divided 
univalent multivalent bivalent 
univalve bivalve 
universal particular 
unjust just 
unkind kind 
unkindly kindly 
unknowable knowable 
unknown known 
unlabeled labeled 
unlaced laced 
unlamented lamented 
unlaureled laureled 
unlawful lawful 
unleaded leaded 
unleavened leavened 
unlighted lighted 
unlike like 
unlikely likely 
unlimited limited 
unlined lined 
unlisted listed 
unlivable livable 
unliveried liveried 
unloaded loaded 
unloved loved 
unloving loving 
unlubricated lubricated 
unlucky lucky 
unmade made 
unmalicious malicious 
unmalted malted 
unmanageable manageable 
unmanly manly 
unmanned manned 
unmarked marked 
unmarried married 
unmated mated 
unmelodious melodious 
unmelted melted 
unmerited merited 
unmilitary military 
unmindful mindful 
unmined mined 
unmitigated mitigated 
unmodifiable modifiable 
unmodified modified 
unmodulated modulated 
unmotivated motivated 
unmotorized motorized 
unmoved moved 
unmoving moving 
unmown mown 
unmusical musical 
unmyelinated myelinated 
unnatural natural 
unnecessary necessary 
unneurotic neurotic 
unnoticeable noticeable 
unnoticed noticed 
unobligated obligated 
unobstructed obstructed 
unobtrusive obtrusive 
unobvious obvious 
unoccupied occupied 
unoffending offending 
unofficial official 
unoiled oiled 
unopposable opposable 
unopposed opposed 
unorganized organized 
unoriented oriented 
unoriginal original 
unorthodox orthodox 
unostentatious ostentatious 
unowned owned 
unpackaged packaged 
unpaid paid 
unpaintable paintable 
unpainted painted 
unpalatable palatable 
unpardonable pardonable 
unparented parented 
unpatriotic patriotic 
unpatronized patronized 
unpaved paved 
unpeaceful peaceful 
unperceptive perceptive 
unpermissive permissive 
unperplexed perplexed 
unplanned planned 
unplanted planted 
unplayable playable 
unplayful playful 
unpleasant pleasant 
unplowed plowed 
unpolished polished 
unpopular popular 
unportable portable 
unposed posed 
unpotted potted 
unpowered powered 
unprecedented precedented 
unpredictable predictable 
unprejudiced prejudiced 
unpremeditated premeditated 
unprepared prepared 
unpresidential presidential 
unpretentious pretentious 
unpreventable preventable 
unpriestly priestly 
unprincipled principled 
unprintable printable 
unprocessed processed 
unproductive productive 
unprofessional professional 
unprofitable profitable 
unpronounceable pronounceable 
unprophetic prophetic 
unpropitious propitious 
unprotected protected 
unprotective protective 
unproved proved 
unprovocative provocative 
unpublishable publishable 
unpublished published 
unpunctual punctual 
unpunished punished 
unqualified qualified 
unquestionable questionable 
unquiet quiet 
unquotable quotable 
unreactive reactive 
unready ready 
unreal real 
unrealistic realistic 
unreasonable reasonable 
unreassuring reassuring 
unreceptive receptive 
unreconstructed reconstructed 
unrecoverable recoverable 
unrefined refined 
unreflected reflected 
unregenerate regenerate 
unregistered registered 
unregretful regretful 
unregulated regulated 
unrelated related 
unreliable reliable 
unrenewable renewable 
unrentable rentable 
unrepeatable repeatable 
unrepentant repentant 
unreportable reportable 
unreported reported 
unreproducible reproducible 
unrequested requested 
unresentful resentful 
unreserved reserved 
unrespectable respectable 
unresponsive responsive 
unrestrained restrained 
unrestricted restricted 
unrestrictive restrictive 
unretentive retentive 
unreverberant reverberant 
unrevived revived 
unrewarding rewarding 
unrhetorical rhetorical 
unrhymed rhymed 
unrhythmical rhythmical 
unrifled rifled 
unrigged rigged 
unrighteous righteous 
unsaddled saddled 
unsalable salable 
unsanitary sanitary 
unsaponified saponified 
unsarcastic sarcastic 
unsatisfactory satisfactory 
unsaturated saturated 
unsavory savory 
unscalable scalable 
unscheduled scheduled 
unscholarly scholarly 
unscientific scientific 
unscripted scripted 
unscrupulous scrupulous 
unsealed sealed 
unseamanlike seamanlike 
unseasonable seasonable 
unseasoned seasoned 
unseaworthy seaworthy 
unseductive seductive 
unseeded seeded 
unselected selected 
unselfish selfish 
unsensational sensational 
unsent sent 
unserviceable serviceable 
unservile servile 
unsettled settled 
unsexy sexy 
unshaded shaded 
unshapely shapely 
unshared shared 
unshaven shaven 
unsheared sheared 
unsheathed sheathed 
unshelled shelled 
unshockable shockable 
unshod shod 
unshrinkable shrinkable 
unshuttered shuttered 
unsigned signed 
unsilenced silenced 
unsinkable sinkable 
unsized sized 
unskilled skilled 
unsociable sociable 
unsocial social 
unsold sold 
unsolved solved 
unsound sound 
unsoured soured 
unspaced spaced 
unspecialized specialized 
unspecified specified 
unstable stable 
unstaged staged 
unstained stained 
unstatesmanlike statesmanlike 
unsteady steady 
unstimulating stimulating 
unstoppable stoppable 
unstratified stratified 
unstressed stressed 
unstructured structured 
unstuck stuck 
unstudied studied 
unsuccessful successful 
unsupervised supervised 
unsupported supported 
unsupportive supportive 
unsure sure 
unsurprised surprised 
unsurprising surprising 
unsusceptible susceptible 
unsuspected suspected 
unswept swept 
unsworn sworn 
unsympathetic sympathetic 
unsystematic systematic 
untalented talented 
untangled tangled 
untanned tanned 
untapped tapped 
untempered tempered 
untheatrical theatrical 
unthematic thematic 
unthinkable thinkable 
untidy tidy 
untied tied 
untimbered timbered 
untipped tipped 
untouched touched 
untraceable traceable 
untrained trained 
untranslatable translatable 
untraveled traveled 
untreated treated 
untrimmed trimmed 
untroubled troubled 
untrustworthy trustworthy 
untruthful truthful 
untucked tucked 
unturned turned 
ununderstood understood 
unusual usual 
unvaried varied 
unveiled veiled 
unventilated ventilated 
unvoiced voiced 
unwanted wanted 
unwary wary 
unwaxed waxed 
unweaned weaned 
unwearable wearable 
unwebbed webbed 
unwelcome welcome 
unwholesome wholesome 
unwieldy wieldy 
unwilling willing 
unwitting witting 
unwomanly womanly 
unwooded wooded 
unworldly worldly 
unworthy worthy 
unwoven woven 
unwrapped wrapped 
unwrinkled wrinkled 
unwritten written 
up down 
upland lowland 
upmarket downmarket 
upper-class middle-class lower-class 
uppercase lowercase 
upstage downstage 
upstairs downstairs 
upstream downstream 
uptown downtown 
upward downward 
upwind downwind 
urban rural 
used misused 
useful useless 
useless useful 
usual unusual 
utility inutility 
utopian dystopian 
vagile sessile 
valid invalid 
valuable worthless 
variable invariable 
varied unvaried 
vascular avascular 
veiled unveiled 
ventilated unventilated 
ventral dorsal 
verbal numerical 
vernal autumnal wintry summery 
vertebrate invertebrate 
vertical inclined horizontal 
violable inviolable 
violent nonviolent 
virtuous wicked 
virulent avirulent 
visible invisible 
viviparous oviparous ovoviviparous 
vocal instrumental 
vocalic consonantal 
voiced unvoiced 
volatile nonvolatile 
voluble taciturn 
voluntary involuntary 
volunteer draftee 
vulnerable invulnerable 
waking sleeping 
walleyed cross-eyed 
waning waxing 
wanted unwanted 
warm cool 
warm-blooded cold-blooded 
warmhearted coldhearted 
wary unwary 
washable nonwashable 
waste conserve 
wasteful thrifty 
waxed unwaxed 
waxing waning 
weak strong 
weakening strengthening 
weakly strongly 
weaned unweaned 
wearable unwearable 
webbed unwebbed 
weedless weedy 
weedy weedless 
weightless weighty 
weighty weightless 
welcome unwelcome say_farewell 
well ill badly 
well-advised ill-advised 
well-defined ill-defined 
west east 
westerly easterly 
western eastern 
wet dry 
wheeled wheelless 
wheelless wheeled 
white black 
white-collar blue-collar 
whole half fractional 
wholesale retail 
wholesome unwholesome 
wicked virtuous 
wide narrow 
wieldy unwieldy 
wifely husbandly 
wigged wigless 
wigless wigged 
wild tame 
willing unwilling 
windward leeward 
winged wingless 
wingless winged 
wintry vernal autumnal summery 
wired wireless 
wireless wired 
wise foolish 
witting unwitting 
womanly unwomanly 
won lost 
wooded unwooded 
woody nonwoody 
worldly unworldly 
worn new 
worse better 
worsening bettering 
worst best 
worth worthlessness 
worthless valuable 
worthy unworthy 
woven unwoven 
wrapped unwrapped 
wrinkled unwrinkled 
written unwritten spoken 
wrong right 
xenogeneic allogeneic 
xeric mesic hydric 
year-round seasonal 
young old aged 
zonal azonal 
zygodactyl heterodactyl 
zygomorphic actinomorphic 
a_la_carte table_d'hote 
a_posteriori a_priori 
a_priori a_posteriori 
abaxially adaxially 
aborad orad 
above below 
abstractly concretely 
acceptably unacceptably 
accidentally deliberately 
accurately inaccurately 
actively passively 
acutely chronically 
adaxially abaxially 
adequately inadequately 
adroitly maladroitly 
advantageously disadvantageously 
advertently inadvertently 
aft fore 
agreeably disagreeably 
aground afloat 
ahead back 
alike unalike 
all no some 
amateurishly expertly 
ambiguously unambiguously 
ambitiously unambitiously 
amply meagerly 
appealingly unappealingly 
appreciatively unappreciatively 
appropriately inappropriately 
approvingly disapprovingly 
apropos malapropos 
articulately inarticulately 
artificially naturally 
ashamedly unashamedly 
asleep awake 
assertively unassertively 
asymmetrically symmetrically 
at_best at_worst 
at_least at_most 
at_most at_least 
at_the_least at_the_most 
at_the_most at_the_least 
at_worst at_best 
attractively unattractively 
atypically typically 
audibly inaudibly 
auspiciously inauspiciously 
away home 
back veer ahead front advance 
backward forward 
bad good 
badly well 
believably unbelievably 
believingly unbelievingly 
below above 
benevolently malevolently 
best worst 
better worse worsen 
big little small 
binaurally monaurally 
bloodily bloodlessly 
bloodlessly bloodily 
bloody bloodless 
bolt unbolt 
bright dull 
broad-mindedly narrow-mindedly 
broadly narrowly 
brotherly sisterly 
by_all_means by_no_means 
by_hand by_machine 
by_machine by_hand 
by_no_means by_all_means 
carefully carelessly 
carelessly carefully 
caudal cephalic 
cautiously incautiously 
centrally peripherally 
ceremoniously unceremoniously 
characteristically uncharacteristically 
cheaply expensively 
cheerfully cheerlessly 
cheerlessly cheerfully 
chivalrously unchivalrously 
chronically acutely 
civilly uncivilly 
clean dirty unclean 
clear opaque cloudy unclear bounce 
clockwise counterclockwise 
close open distant 
close_up open_up 
coarsely finely 
coherently incoherently 
comfortably uncomfortably 
comparably incomparably 
compatibly incompatibly 
competently incompetently 
competitively noncompetitively 
complainingly uncomplainingly 
comprehensively noncomprehensively 
con pro 
concavely convexly 
conclusively inconclusively 
concretely abstractly 
conditionally unconditionally 
consciously unconsciously 
consequentially inconsequentially 
considerately inconsiderately 
consistently inconsistently 
conspicuously inconspicuously 
constitutionally unconstitutionally 
controversially uncontroversially 
conveniently inconveniently 
conventionally unconventionally 
convexly concavely 
convincingly unconvincingly 
correctly incorrectly 
counterclockwise clockwise 
courteously discourteously 
covertly overtly 
credibly incredibly 
credulously incredulously 
critically uncritically 
crosswise lengthwise 
de_facto de_jure 
de_jure de_facto 
dead alive living live 
decent indecent 
decently indecently 
decisively indecisively 
decorously indecorously 
deep shallow 
defensively offensively 
deliberately accidentally 
democratically undemocratically 
dependably undependably 
deservedly undeservedly 
diplomatically undiplomatically 
direct alternating indirect inverse retrograde 
directly indirectly 
disadvantageously advantageously 
disagreeably agreeably 
disapprovingly approvingly 
discouragingly encouragingly 
discourteously courteously 
discreetly indiscreetly 
dishonestly honestly 
dishonorably honorably 
disloyally loyally 
disobediently obediently 
disproportionately proportionately 
disreputably reputably 
disrespectfully respectfully 
distrustfully trustfully 
double single 
down up 
downriver upriver 
downstage upstage 
downstairs upstairs 
downstream upstream 
downtown uptown 
downward upward 
downwardly upwardly 
downwards upwards 
downwind upwind 
dramatically undramatically 
due undue 
early late middle 
east west 
easterly westerly 
easy uneasy difficult 
effectively ineffectively 
effectually ineffectually 
efficaciously inefficaciously 
efficiently inefficiently 
elegantly inelegantly 
eloquently ineloquently 
emotionally unemotionally 
empirically theoretically 
encouragingly discouragingly 
enthusiastically unenthusiastically 
equally unequally 
equitably inequitably 
ethically unethically 
even uneven odd 
evenly unevenly 
ever never 
exactly inexactly 
excitingly unexcitingly 
excusably inexcusably 
expediently inexpediently 
expensively cheaply 
expertly amateurishly 
explicitly implicitly 
express local 
expressively inexpressively 
externally internally 
fair unfair foul 
fairly unfairly 
faithfully unfaithfully 
false true 
far near 
fashionably unfashionably 
fast slow 
favorably unfavorably 
fearfully fearlessly 
fearlessly fearfully 
feelingly unfeelingly 
felicitously infelicitously 
figuratively literally 
fine coarse 
finely coarsely 
finitely infinitely 
first second last 
flat contrasty sharp natural 
flexibly inflexibly 
foolishly wisely 
fore aft 
forgivably unforgivably 
forgivingly unforgivingly 
formally informally 
forte piano 
fortissimo pianissimo 
fortunately unfortunately 
forward reverse backward 
free unfree obstruct bound confine 
frequently infrequently 
fresh salty preserved stale 
fruitfully fruitlessly 
fruitlessly fruitfully 
full empty thin 
full-time half-time part-time 
generally specifically 
geometrically linearly 
good bad evil 
gracefully gracelessly ungracefully 
gracelessly gracefully 
graciously ungraciously 
grammatically ungrammatically 
gratefully ungratefully 
grudgingly ungrudgingly 
half whole 
half-time full-time 
happily sadly unhappily 
hard soft 
harmfully harmlessly 
harmlessly harmfully 
heavily lightly 
heavy light 
helpfully unhelpfully 
here there 
hesitantly unhesitatingly 
high low_spirits low 
home away 
honestly dishonestly 
honorably dishonorably 
hopefully hopelessly 
hopelessly hopefully 
hospitably inhospitably 
humanely inhumanely 
humorlessly humorously 
humorously humorlessly 
hurriedly unhurriedly 
hygienically unhygienically 
ill well 
illegibly legibly 
illegitimately legitimately 
illicitly licitly 
illogically logically 
imaginatively unimaginatively 
immaturely maturely 
immeasurably measurably 
immoderately moderately 
immodestly modestly 
immorally morally 
impatiently patiently 
impenitently penitently 
imperceptibly perceptibly 
imperfectly perfectly 
impermissibly permissibly 
impersonally personally 
implicitly explicitly 
impolitely politely 
impossibly possibly 
imprecisely precisely 
impressively unimpressively 
improperly properly 
improvidently providently 
imprudently prudently 
in_hand out_of_hand 
in_vitro in_vivo 
in_vivo in_vitro 
inaccurately accurately 
inadequately adequately 
inadvertently advertently 
inappropriately appropriately 
inarticulately articulately 
inaudibly audibly 
inauspiciously auspiciously 
incautiously cautiously 
incoherently coherently 
incomparably comparably 
incompatibly compatibly 
incompetently competently 
inconclusively conclusively 
inconsequentially consequentially 
inconsiderately considerately 
inconsistently consistently 
inconspicuously conspicuously 
inconveniently conveniently 
incorrectly correctly 
incredibly credibly 
incredulously credulously 
indecently decently 
indecisively decisively 
indecorously decorously 
indirectly directly 
indiscreetly discreetly 
indoors outdoors 
ineffectively effectively 
ineffectually effectually 
inefficaciously efficaciously 
inefficiently efficiently 
inelegantly elegantly 
